tweet_text,created_at,n_words,party
@realDonaldTrump InORDER to avoid political opponents attacks TRANSPARENT COMMUNICATION Relate OBJECTIVELY To BASES of CHANGES must be give.,2017-02-17 11:52:56,13,Rep
@realDonaldTrump the tabloid..i.e. Fake news lost all credibility long ago.. They have been in the militant leftist den for over a decade.,2017-02-17 11:53:01,12,Rep
.@realDonaldTrump how are you planning to attack Americans? Bomb @Target stores? Massacre a few dozen houses of worship? Nuke us? What?,2017-02-17 11:53:07,11,Rep
"Let's all sing ""Hurray, Hurray, it's a glorious day!"" as the world explodes. https://t.co/fYpY6cQ2Cz",2017-02-17 11:53:17,8,Nothing
"@EmmaKennedy @realDonaldTrump 
May be polluted as your dirty vagina.  So how many abortions did you have?",2017-02-17 11:53:23,6,Rep
@realDonaldTrump - Wow...I even like you ..and even I don't think it went well.,2017-02-17 11:53:37,7,Rep
#welltunedmachine like everything else @realDonaldTrump has different understanding - for him a welltunedmachine is one that rarely works,2017-02-17 11:53:41,9,Rep
@realDonaldTrump 38% approval rate Donald.  You are doing a fine job of making yourself look incompetent all on your own,2017-02-17 11:53:49,9,Rep
@realDonaldTrump @POTUS release your tax returns #tax returns #emoluments clause #chaffetz #divest,2017-02-17 11:53:53,5,Rep
"@realDonaldTrump After that press conference I just feel sorry for you, but more sorry for my American friends. Good luck over there.",2017-02-17 11:53:57,9,Rep
"@Bill_Shapiro @realDonaldTrump He Was Awesome Never heard Obama speak to us did you 😂😂.Go on with life as it was,we will be glad to roll on",2017-02-17 11:54:00,10,Dem
"@realDonaldTrump Jobs, jobs , and more jobs. Keep up the great work Mr. President 👍🇺🇸🇺🇸🇺🇸",2017-02-17 11:54:08,8,Rep
@realDonaldTrump Killary invented the Trump/Putin farce at start of campaign and spent 18 mo's ranting/raving her big fat lie.,2017-02-17 11:54:11,15,Rep
@KarenOggs @Reince @HillaryClinton Why can so few of my fans speak their one and only language?,2016-08-30 14:41:50,5,Dem
"Bad things, Yeah.Are all his supporters 2 year olds? #PresidentBawbag #neverpresidential #badthings #selfobsessed… https://t.co/MxxI5pkkV7",2017-02-17 08:47:14,7,Nothing
@realDonaldTrump We will see won't we. And what is it with you and the size of your win? What are you compensating for? I think we know.,2017-02-17 08:48:22,6,Rep
"Melania Trump Is ‘Miserable’ as First Lady, ‘Unhappy With How Her Life Ended Up’ @realDonaldTrump @seanhannity https://t.co/JLgBWFZMjC",2017-02-17 08:49:36,8,Rep
"@realDonaldTrump Why does no one appreciate the fact that this was impromptu?  The press could have asked relevant questions, instead attack",2017-02-17 11:52:21,11,Rep
"@realdonaldtrump Are you bringing a chip on your shoulder, because you are a SORE LOSER, as well as a SORE WINNER? PATHETIC FAILURE! #FLATUS",2017-02-17 11:52:23,10,Nothing
Thank you for all of the nice statements on the Press Conference yesterday. Rush Limbaugh... by #realDonaldTrump,2017-02-17 11:52:33,8,Rep
"I'm not ""the fake media"". I found press conference @realDonaldTrump scary, delusional, &amp; validating why you are con… https://t.co/YvqkfndAZr",2017-02-17 11:52:44,11,Rep
"@realDonaldTrump - very, very, very, very, very bad press conference! I called, and called and called to tell you but you didn't answer! SAD",2017-02-17 11:52:46,9,Rep
"@POTUS, you totally exposed the #MSM and the American people love it! Keep fighting for us! https://t.co/AutBQWk8ke",2017-02-17 11:52:48,8,Nothing
"@RuwaydaMustafah @realDonaldTrump Nice HAT did u undergo the ""Other"" part of @sharia? U know the ""NO FUN FOR U PART"" FEMMANIST LOVE THAT",2017-02-17 11:52:58,12,Rep
@chelseaperetti @realDonaldTrump real journalism is wikileaks.  Real journalsim is dead in this country.  Msm is only for the airheads.,2017-02-17 11:53:02,9,Rep
@Shouryureppa @azalben @wyatt_bears @realDonaldTrump How can you call it fake news!!! You obviously didn't watch the live press conference,2017-02-17 11:53:04,9,Rep
"Are you telling us to look forward to it, @realDonaldTrump? We don't care, jerk.",2017-02-17 11:53:20,6,Rep
WHO is locking themselves in their apartments petrified to leave?!?!??!?!🤔 Can we retire that the inner cities are hell @realDonaldTrump,2017-02-17 11:53:27,9,Rep
@realDonaldTrump with that kind of courage ! The world's hopefully going to snap out of this dream state that's been created and wake up !!,2017-02-17 11:53:30,10,Rep
"@MMFlint Very scary, not what @realDonaldTrump said but how he acted. Looked close to a breakdown from stress IMO.",2017-02-17 11:53:35,9,Rep
@realDonaldTrump used to think rush was smart. Now I think he's mean and angry. You're a joke!,2017-02-17 11:53:44,8,Rep
@david_mangels @KevinHardest @SheriffClarke @realDonaldTrump @dcexaminer illegal do take job away from legal immigrants.,2017-02-17 11:53:45,6,Rep
@realDonaldTrump so proud to pollute the drinking water don? Such a great achievement. #donthecon,2017-02-17 11:54:04,6,Rep
"I loathe this man. He is unfit and a disgrace. A repugnant excuse for a person, let alone a president. https://t.co/c8flHOuOXa",2017-02-17 11:54:09,10,Nothing
"@realDonaldTrump what happened to the 'fix' to the #Immigration #Ban that was supposed to come ""Monday or Tuesday""?",2017-02-17 11:54:18,6,Rep
"@realDonaldTrump 
Poor inauguration, orders blocked, 'alternative facts', contradictions by officials, lawsuits, mass protests, leaks....",2017-02-17 08:47:15,12,Rep
@realDonaldTrump you are literally a two year old child,2017-02-17 08:47:20,5,Rep
@Baldyman990 He is well on his way to be the @POTUS shortest in office ever 😂 @realDonaldTrump #Trump #USA #DumpTrump #ImpeachTrump,2017-02-17 08:48:12,5,Rep
@realDonaldTrump I m very concerned about your safety.Can you make a new militia of total loyal people to investigate and protect. a million,2017-02-17 08:48:25,12,Rep
@TomiLahren is truly the biggest piece of shit that has ever lived on this early lol eh maybe @realDonaldTrump too,2017-02-17 08:49:52,10,Rep
@theNuzzy @realDonaldTrump my money is on @KellyannePolls for trying to sell stuff in her role as WH adviser.,2017-02-17 08:49:59,7,Rep
"@realDonaldTrump politics is far different from business. moremore skill. learn from T Roosevelt,FDR,08&amp;HRC's oily tongue,tricky,say A do B",2017-02-17 11:52:18,17,Rep
Rush is Right! For Our sake Mr. President please continue to expose &amp; utterly HUMILIATE the fake media! #UnveilThem! https://t.co/UGyVqq4fHI,2017-02-17 11:52:30,13,Nothing
"@domknight @realDonaldTrump NO, when they feel the need to put THEIR sarcastic spin on EVERYTHING iNSTEAD of reporting FACTS they're FAKE! 😝",2017-02-17 11:52:33,10,Rep
"Happy to be the 1,000th person to retweet this! https://t.co/VuaLrqiRwS",2017-02-17 11:52:36,5,Nothing
@realDonaldTrump Oh! That's your problem! You think Limbaugh is real news! Yeah...no. He's as big a moron as you.,2017-02-17 11:52:44,9,Rep
@realDonaldTrump Like CNN &amp; MSNBC give a fart about Rush Limbaugh! SAD!,2017-02-17 11:53:01,9,Rep
"@realDonaldTrump it's not fake media you moron: the world watched it and drew its own conclusions - you're an insane, deranged fuckwit...",2017-02-17 11:53:26,11,Rep
"@realDonaldTrump Donnie, Rush IS fake media. You are pissy toward the real media. Time to stop taking the hair drug.",2017-02-17 11:53:35,13,Rep
@realDonaldTrump it was a dumpster fire. Also all black people don't each other. Also you're a bad person.,2017-02-17 11:53:44,8,Rep
Nobody listens to rush HE LOST HIS CREDIBILITY A LONG TIME AGO https://t.co/dqu4juWQsn,2017-02-17 11:53:54,8,Nothing
"surely this admin filled with crayon munchers can agree, isn't that right @realDonaldTrump ? https://t.co/XhJDyrkerv",2017-02-17 11:54:25,8,Rep
"@realDonaldTrump @SpeakerRyan @TheDemocrats @HouseGOP @NancyPelosi 
MARCH ON CAPITOL HILL FEBRUARY 18-20
#INDEPENDENTINVESTIGATION #TREASON",2017-02-17 11:54:44,6,Rep
@foxnation @realDonaldTrump @HillaryClinton hey Get balls to ask him if he is the artist? How did he get this cartoon? From team Trump pros!,2016-08-30 14:41:50,10,Dem
"@BraddJaffy @PeterAlexander 

@realDonaldTrump hasn't provided FEC Chairwoman w/proof of his hysterical lies of mil… https://t.co/08oc7nIgbJ",2017-02-17 08:47:15,8,Rep
"@realDonaldTrump ""@romoabcnews: .@DavidMuir first one in decades. Great meeting at Lincoln Memorial. Enjoy!",2017-02-17 08:47:21,8,Rep
@realDonaldTrump one overfed gasbag complimenting another #howappropriate,2017-02-17 11:52:31,5,Rep
@realDonaldTrump It looks like you are trying to do away with First Amendment rights. Dangerous.,2017-02-17 11:52:36,8,Rep
Past time-&amp; rats in his own Party! I'll Never be a Republican again @Reince @SpeakerRyan. I AM A PROUD TRUMPLICAN..… https://t.co/TNlGLnJB72,2017-02-17 11:52:39,9,Nothing
"@realDonaldTrump Um. Don't you mean Chicago, boss? International HQ for Boeing? Chicago, South Carolina - I know, they both have c's, but...",2017-02-17 11:53:03,12,Rep
"He's basically said the same thing every day since Nov 8. Either a lie or dumb as a board. 
@MikeysPG69 @MarkPygas @realDonaldTrump",2017-02-17 11:53:06,12,Rep
@realDonaldTrump see if you can count all the mullets and full set of teeth at your rally today!!!!!,2017-02-17 11:53:08,9,Rep
"@RealDonaldTrump @Yokono 
The Fourth Wall is MORE IMPORTANT than
a Mexican Wall!  #ImpeachmentisComing #fakepresident #SCROTUS",2017-02-17 11:53:14,5,Rep
@IngrahamAngle @Morning_Joe @realDonaldTrump Morning Joe response is laughable. Chicken Little disguised as Dumb and Dumber. Go Trump Go!!!!,2017-02-17 11:53:18,12,Rep
@realDonaldTrump PBS is fact checking you today. Hillary did NOT sell uranium to anyone and she did NOT get debate questions either.,2017-02-17 11:53:31,14,Rep
"@politico @realDonaldTrump aww, poor baby is upset about tattlers.",2017-02-17 11:53:34,5,Rep
@realDonaldTrump it was the most entertaining. My favorite part was the electoral college fact check.,2017-02-17 11:53:43,7,Rep
@realDonaldTrump Who cares?You have to get new material already! Who's FAKE now? Guess being president not as easy… https://t.co/CE4ruJlJkg,2017-02-17 11:53:54,10,Rep
it's like you are commencing the start of the purge wtf is wrong wit chu https://t.co/Lhr9wkoprW,2017-02-17 11:53:54,8,Nothing
@realDonaldTrump Does being so mean to Americans make you feel better about yourself? A little positivity goes a long way.,2017-02-17 11:53:57,10,Rep
@realDonaldTrump @MariaBartiromo @Boeing should move more of their production to SC and leave those forced union states behind.,2017-02-17 11:54:00,8,Rep
"@eJoelWatts @rolandscahill @PSRTour @realDonaldTrump all they do is smoke that stuff. Trump had them saying ""sir, Mr. President"" all day!!!!",2017-02-17 11:54:00,8,Rep
@realDonaldTrump @POTUS @EricTrump  😉how did I find this page this morning ? 😆stumbled again 😆ppl are lost. They r… https://t.co/cXcHDGFXYZ,2017-02-17 11:54:14,7,Rep
"Everything but Rush Limbaugh, Breitbart, and the Springfield Shopper is fake media now. https://t.co/LarwIQahQy",2017-02-17 11:54:25,8,Nothing
OUR FUTURE PRESIDENT! 15% of ISLAMS believe we should arm ISIS! @realDonaldTrump TRUMP 2016!!!,2017-02-17 08:47:15,9,Rep
@realDonaldTrump @nytimes @washingtonpost I told U b4. Truth s sacred. It wil com out. God s coming aftr U fast. Say Ur prayrs now.,2017-02-17 08:48:04,15,Rep
@realDonaldTrump sad press doesn't get what real people want. Go President,2017-02-17 11:52:31,8,Rep
@realDonaldTrump @rgrikard I did not know Trump is a soothsayer! Today he is correct and we are just fiddlers on the Titanic.,2017-02-17 11:52:34,8,Rep
@realDonaldTrump They're getting your jacket and room ready for you. Do you prefer cotton or polyester? https://t.co/sFs6Ed10PA,2017-02-17 11:52:53,7,Rep
Does @realDonaldTrump like anything but himself and the poorly educated? I long for when governing wasn't a constan… https://t.co/xAR2CruFD6,2017-02-17 11:53:14,7,Rep
"@Mike_P_Williams @realDonaldTrump the term ""professional journalists"" and CNN, BUZZFEED, ETC should never be used in the same sentence.",2017-02-17 11:53:28,9,Rep
Does this wikileak-loving president even understand what hypocrisy is and how disgusting it looks? Sad! https://t.co/QGtmtynIan,2017-02-17 11:53:29,9,Nothing
"@realDonaldTrump I'm waiting patiently for that beautiful moment when our gov't looks into your orange face and says YOU'RE FIRED!!!""",2017-02-17 11:53:46,10,Rep
@POTUS hold them accountable 4 dividing our country&amp;causing this violence with fake news When will they report just… https://t.co/KJMpiy1wKl,2017-02-17 11:54:13,11,Nothing
"@BernieSanders No Bernie, they are not and no matter how many times you say it, it doesn't make it true. The 'evidence' is tenuous at best.",2017-02-17 11:54:18,11,Nothing
Trump's response to the press conference reviews he's received: https://t.co/k8DI1fITkr,2017-02-17 11:54:19,6,Rep
@realDonaldTrump Not one person said anything good about that https://t.co/S1UuxxBMRo ARE OUT OF YOUR MIND!!!,2017-02-17 11:54:25,7,Rep
.@realDonaldTrump I can hear the cuckoo singing in the cuckoo-berry tree.,2017-02-17 11:54:29,7,Rep
@realDonaldTrump tax credits?  How does that help people living paycheck to paycheck?  Making America poor again!,2017-02-17 11:54:41,10,Rep
"@realDonaldTrump 
Ok, who sent him 'nice' comments?  🤔 
Confession is open.",2017-02-17 11:54:42,6,Rep
@realDonaldTrump  OMG ... CNN does nothing but bash trump 24/7 non stop! They are obsessed with Trump bashing. Fake news,2017-02-17 12:14:36,14,Rep
Why isn't he standing #StrongerTogether with #UnitedBlue? Oh that's right. @HillaryClinton is a racist POS. #MAGA  https://t.co/Z6BOWz6PD2,2016-08-30 14:53:39,5,Dem
"@OhioCoastie @lifebythecreek with respect Math Lesson: 10 voters 5 vote Hillary 4 vote Trump YOU PASS, we all live under #HillaryClinton",2016-08-30 14:53:46,13,Dem
.@Reince Demands Public Release All Communications Between @HillaryClinton... https://t.co/gWzVX8DnXz by @DonaldJTrumpJr via @c0nvey,2016-08-30 14:53:46,5,Dem
"@newsmax And you would expect @HillaryClinton 's Wall Street owners to push a different ""narrative"" (ie. lie)?",2016-08-30 14:53:47,10,Dem
@HillaryClinton here's 5 facts about Hillary.  1. Liar 2. Traitor 3. Scandal conspirator 4. Enabler 5. Legally insane,2016-08-30 14:53:49,15,Dem
"@HillaryClinton competing in ""2016 Hillary VS Trump"" has 14 votes. https://t.co/tUE8Vq5Wjy vote 4ur Celeb to win",2016-08-30 14:53:50,11,Dem
