tweet_text,created_at,n_words
"@MorallyRightUSA @AP_NFL @AP @simVH1984 There is NOTHING MORALE about #Trump. He is a Lying Cheating Conman! I know first hand ~ signed Trump University Class of 2006 that didn’t get ANY $ back!

That BS aside, let’s talk Sports!
The Steelers, Green Bay &amp; the Titans are all 4-0. They haven’t played their 5th Game‼️",2020-10-15 00:39:17,30
"Hellooooo!!  No Duh!
@secenforcement @EllenLWeintraub 
#Trump #MarketManipulation #InsiderTrading

As #coronavirus  Spread Early On, Reports of #TrumpAdministration Briefings Fueled Sell-Off https://t.co/Fmod6hsA9T",2020-10-15 00:39:18,8
"@charliekirk11 🚨 “A Man is Known by the Company he Keeps”

     #TrumpMustGo 

Look at the People #Trump associates with: 

Roger Stone

Paul Manafort

PEDOPHILE Jeffery Epstein &amp; Ghislaine Maxwell

Steve Bannon

Michael Flynn

George Nader

#TrumpCrimeFamily MUST GO!",2020-10-15 00:39:19,25
@ThePlumLineGS He's on video admitting to it! R ppl really this stupid 2 be swayed from the truth when it's in ur face!#USA #CNN #FoxNews #BREAKING #Trump #2A #1A #NewYork #NYC #America #Democrats #RepublicansForBiden #WakeUpAmerica #DemocratsAreDestroyingAmerica #OANN https://t.co/oi6Ork2juu,2020-10-15 00:39:28,11
"#Trump son #Barron tested positive for #COVID19, says Melania Trump https://t.co/OSlfDtJPaS",2020-10-15 00:39:29,6
@PatriciaBalchi2 @kiwipaulb He certainly had the advantage over his people. If he was captain I couldn't see him going down with a sinking ship. No honorable death for him! So wrong on so many levels and now he thinks he's the #Messiah re-incarnate. He's frightening! #Trump,2020-10-15 00:39:30,16
"#Trump: You always want to try to figure out what makes a champion? I mean you have great champions and they're all different but they're champions and nobody knows why.

I thought it was because of midichlorians.",2020-10-15 00:39:33,15
"#Trump blasts #Facebook, #Twitter for censoring article critical of Biden https://t.co/Ok5i2AIJhd",2020-10-15 00:39:33,5
"#Trump #Struggles to #Mount #Clear #ClosingArgument 

https://t.co/HnnbGKGLUA 

""Less than 3 weeks before #electionday, #Trump’s lack of a #consistent &amp; #coherent closing argument is alarming some #Republicans, raising fears among his allies that his #undisciplined approach to..",2020-10-15 00:39:42,13
"#Twitter suspends #fake accounts pretending to be Black #Trump supporters
#TrumpIsALaughingStock
https://t.co/XoqFU0zyx4",2020-10-15 00:39:45,5
is it an accident that Abraham Lincoln is behind President Trump in Idaho? #Trump #Trump2020 #QAnon2020 https://t.co/vqSwiTwKbf,2020-10-15 00:39:54,7
Since I can't upload full article I had to take a screenshot. #Election2020 #BidenHarris2020 #TrumpPence2020 @DonaldJTrumpJr @realDonaldTrump #trump #biden https://t.co/RlbNNGOY2B,2020-10-15 00:39:58,7
"""Run to the Polls"" Unisex Jersey Short Sleeve Tee
 https://t.co/KcAfDGrYAb #halloween #Biden #Trump #election2020 #America #comic #icecube #horrormovies",2020-10-15 00:39:59,7
An eager reporter should analyze the market timing of #Trump statements &amp; trade patterns among #trump donors during the pandemic. He knew the truth and has clearly been manipulating markets up &amp; down during this crisis. https://t.co/RGXp8R9CTs,2020-10-15 00:40:18,19
"So easily triggered. They want to play #COD IRL so bad. LOL! #DanBongino, a #rightwing commentator/radio host, declared that #Democrats were planning a coup against #DonaldTrump on Election Day. Misinformation Stokes Calls for Violence on Election Day https://t.co/5DSWNx7g0e",2020-10-15 00:40:20,21
"@HKrassenstein Putin via #DeutscheBank all day long! When every other modern President has released tax returns except Nixon (and we know how that turned out) and #trump, tells you all you need to know. Should not just be tradition, should be law! https://t.co/V2aQeJ1N70",2020-10-15 00:40:20,20
"@icecube @shinyakukaoku @CuomoPrimeTime Cube they are going to make this about Trump. Don't let them trap you. The progressives move very shady, especially this close to the election. If a cultural icon such as yourself does not denounce #DonaldTrump they will throwny you to the wolves",2020-10-15 00:40:30,18
I'm not even sorry for that last #Trump tweet.,2020-10-15 00:40:40,5
"So, no one finds it strange that #trump did not have a plan/goals/strategy for Black America until @icecube presented a plan? You mean 20 days before the election &amp; he had no plan? Ahh, got it. But, ya'll out here capping for this dude in the WH. Bet!",2020-10-15 00:40:40,24
"Just can’t win with these people, every day soo much hate.. just stop!!! @LindaSuhler @MrMichaelBurkes #trump #USA #election https://t.co/zgIGcQTNTy",2020-10-15 00:40:41,9
"Black women voting in droves for #JoeBiden is what will save this country from #Trump and #Republicans 👍

#TrumpAttacksBlackWomen https://t.co/pvzyGKlhZX",2020-10-15 00:40:46,6
"@dbongino At the very least they should be labeled as politically biased information site,Facebook,Twitter,  CNN,NBC,MSNBC, an other media outlets have been outrageously biased due to hate! they dont care how bad the outcome could be 4 Americans,  there hatred of trump comes 1st!
#TRUMP",2020-10-15 00:40:47,28
"@HotepJesus @BlackVoices4DJT Yes indeed! Truth is sometimes the biggest #redpill there is. Trust and believe, the more #BlackAmericans actually sit down with #Trump and the #Republicans and talk (especially the celebrities), the more will start waking up and #BLEXIT .

More will INDEED follow.",2020-10-15 00:40:47,16
"Joe Biden lies about his corruption‼️

He said he never spoke to his son about his overseas business dealings‼️

He said there was not a shred of evidence of a quid pro quo (despite announcing it on tape)‼️

@realDonaldTrump
#MAGA
#Trump

https://t.co/ssKWGyL8xy",2020-10-15 00:40:57,21
@POTUS will get mad at anyone who gets too close to his secrets #Trump,2020-10-15 00:40:58,6
#DonaldTrump  do executive order now!! We need stimulus NOW!! American people need it and YOU need it if you want votes from myself and all pennsylvania residents,2020-10-15 00:41:11,12
"@86_45_in2018 @JoeBiden My 18 year old sun just voided your vote.  

Texas will reject #socialism 

Stay free #vote for #Trump",2020-10-15 00:41:15,10
"Please search for: ""Sympathy For The Liberal"". Get the whole set (1 through 8). What is the Nature of their Game? #Trump #Biden #Election #Politics",2020-10-15 00:41:37,11
"BOYCOTT @NBCNewsNow @nbc @NBCNews @NBCUTelemundo @MSNBC BECAUSE THEY ARE KNOWINGLY ENDORSING AND SPREADING #TRUMP LIES BY STAGING #Trump “TOWN HALL” OPPOSITE @JoeBiden. 

WHEN HAS TRUMP EVER TOLD YHE TRUTH ABOUT ANYTHING???",2020-10-15 00:42:16,15
"Trump 2020 highway caravan overflowing this rest stop, one of many planned ahead of the election as America closes in on three weeks to November 3rd #Trump #MAGA #Trump2020 #Michigan https://t.co/k3PKk8Lg4l",2020-10-15 00:42:17,18
Trump Releases Ad Highlighting Hunter Biden's Business Ties #Trump #PoliticalParties #PoliticalViews https://t.co/Jikms0w1xF,2020-10-15 00:42:18,8
"They’re pulling them off of their car seat, off the rearview mirror, out of their pocket, from their countertop, and they’re reapplying a mask that should be worn fresh and sterile every single day
A wave of deaths from bacterial infections.
#facemask
#NoMask
#COVID19 #Trump https://t.co/BLIkxO4ORD",2020-10-15 00:42:31,19
"#Trump: If I win, Iowa wins and we're gonna win for a long time! *turns back to the teleprompter*

Oh good. Donnie's bored. Maybe this will be over soon.",2020-10-15 00:42:40,16
.⁦@us_navyseals⁩ Attacks #Trump for Tweeting QAnon bin Laden Body Double Conspiracy: 'I Know Who I Killed' via .⁦@Newsweek⁩ :  https://t.co/hLDJf5BV14,2020-10-15 00:42:40,11
"#HunterBidenEmails

If this was all fake news,

why r Twitter &amp; Facebook so desperate to censor the story? 🤔

#Trump #Trump2020Landslide #BidensUnitingUS #BidenHarrisLandslide2020 #democracy #America #USA #ThursdayThoughts @PhillyD @Timcast @ANTHONYBLOGAN #BlackHistoryMonth #CNN",2020-10-15 00:42:50,9
"🔥In February, #Trump economic team gave wealthy GOP donors an early warning about #COVID19 at a time when Trump was publicly saying the threat was nonexistent. Word spread to elite traders who gained a financial advantage in global markets #CorruptAndComplicitGOP #maddow https://t.co/lmPtz47GIT",2020-10-15 00:42:54,24
"@TimWilsonMP #DEATH IS DEHUMANISING Come out with it @TimWilsonMP, you stand with #Trump &amp; other people wanting #HerdImmunity no matter what the cost in lives &amp; human dignity. #Australians will not accept being treated like #sheep being prepared for slaughter. #COVID19 #IStandWithDan",2020-10-15 00:43:04,18
"And now shits so bad yall need someone to fix the bullshit you let continue. Why are you so scared to release the fucking documents?? You ain't that bad, RIGHT?? #TRUMP https://t.co/6Pi9V7tspk",2020-10-15 00:43:06,15
"@marionmckeone Some Romans backed Caligula - clearly a lunatic of the first order - &amp; thought him a God.
A LOT of Germans backed Hitler - more nuts than a squirrel's nest.
We KNOW #Trump is a few sandwiches short of a picnic but STILL, the MAGA morons come out to play Russian roulette. Mad! 🤦🏻‍♂️",2020-10-15 00:43:23,29
#DonaldTrump #UnitedStates @TheTweetOfGod Canada says it’s time for the United States to get rid of the two tier system:  Devil and God for the sake of all.  Thank you from your neighbours. ❤️🙏🇨🇦,2020-10-15 00:43:40,15
#Trump has that effect.  Getting Republicans to vote Democrate. https://t.co/bdgHk09PH8,2020-10-15 00:43:40,5
Haberman’s bread &amp; butter is access to #trump TrumpCrimeFamily https://t.co/EVcme6bhny,2020-10-15 00:43:46,6
"#HunterBiden 
I Almost Think #Trump Should Agree To A Virtual Debate, If #JoeRogan Can Be Moderator!",2020-10-15 00:43:50,7
"Can’t wait to rejoin my former colleagues and students from @USCPolFuture for a virtual chat about this dull, boring, predictable #Campaign2020! #Trump #Biden @BobShrum and @murphymike What could go wrong? Please join us 10/23 at noon PT https://t.co/d3yVcAwivX",2020-10-15 00:43:54,21
"Melania Trump Reveals Son Barron Tested Positive For COVID-19 As Well In White House Website Essay https://t.co/9otFSKVkGJ 
Celebrity News #BarronTrump #DonaldTrump #MelaniaTrump #Celebrity https://t.co/ofcxAaeSnv",2020-10-15 00:44:03,16
"I can't tell you how much I am looking forward to using the phrase, ""Biden won, Trump lost. Get over it.""

#BidenHarrisToSaveAmerica #VoteBiden #EarlyVoting #Trump",2020-10-15 00:44:15,11
"Make your voice heard, Vote Nov. 3rd and save the country! #trump2020 #trump #trumptrain #vote #vote2020 @RealRLimbaugh @realDonaldTrump @EricTrump @charliekirk11 #Grassroots #freedom #qoutes #qoutesoftheday #makeyourvoiceheard #america #makeamericagreatagain🇺🇸 #maga #maga2020 https://t.co/rhXUkJhEGH",2020-10-15 00:44:20,8
"Explains why Joey has been all FRAZZLED, HE KNOWS (⏰) AND KNEW....AND....PARTOOK!!! #Trump(et) sounding!!!  Watch RT‼️ #Patriot #GrandRising hear the call. 🎺 

Hunt3r Bld3n https://t.co/0KMs0pJEHY via @YouTube",2020-10-15 00:44:25,14
@MollyBeck @patrickdmarley #Trump is president. I have a hard time believing anyone can be that offended over a cuss word at this point.,2020-10-15 00:44:36,10
"All of our spice blends are #vegan, #glutenfree, and have no additives! Use our #DontBeAJerk spice to make the perfect vegan jerk jackfruit dishes - like these delicious #vegantacos. Click the recipes tab on our website for more Don't Be A Jerk recipes! #DonaldTrump #Meme https://t.co/N0JxZxek4g",2020-10-15 00:45:08,19
"@KamalaHarris Your questioning today was terrible. Thank you so much for allowing those on the fence to make an easy decision. Wait, you never really asked a question. Just babbled your missed agenda. #trump",2020-10-15 00:45:10,18
#elections @NFL @ESPNNFL  sticks a pic of #Browns Baker. And a small injury. How much stuff is needed before #NFL fans realize browns suffer cause. Or do we need to name #names #books ESPN knows. #Sports #Football in general has never been more twisted. Sad on fans4 life. #Trump,2020-10-15 00:45:30,23
"#MAGA2020: Tonight @realDonaldTrump said Senator Booker is a stupid person. He didn’t have to pay someone to take his SAT and went to Stanford. He then was a Rhodes Scholar at Queens College, Oxford University. He then attended Yale Law. The stupid person is #Trump. @TeamTrump https://t.co/S6Ft3nxhRX",2020-10-15 00:45:32,23
#TikTok Seeks to Block Second Round of U.S. Restrictions - https://t.co/FjJO3nheV3 - #Australia #Bloomberg #Chinese #DonaldTrump #Federal #Finance #Judge #Markets,2020-10-15 00:45:33,6
"Wednesday Crap of #DopeyDon

-Begs Suburban Women,”Please like Me”
-Asks SC to shield Tax Records
-Sen Whitehouse exposes Right Wing conspiracy to rig Courts
-“Unmasking” probe by Barr yields no charges or Report 
-#COVID19 219K+Dead 8M+Infected

#UNMAGA
#HumptyTrumpty
#Trump",2020-10-15 00:45:33,30
First #trump and his kid @ivankatrump get their brand licensed in China on 🇺🇸 Taxpayers money and not one thi g was done about it. Now you do this? #wtf  #Biden Son-In-Law Advises Campaign on Pandemic Response while Investing in COVID Startups https://t.co/Y9QHbUYd51 via @Yahoo,2020-10-15 00:45:44,23
Didn’t this happen 12 years ago ... what is #Trump’s health plan for #Americans today? #MAGA @GOP https://t.co/zeoaT9zSW1,2020-10-15 00:45:46,7
"@realDonaldTrump OH-EM-GEE...

I'm watching this #Trump rally
&amp;
I got to say it,
there's something really wrong with this guy.
he's SLURRING his words
he can't stay on topic
he sounds like
he's drunk or on drugs... https://t.co/Hhts2fM8Tp",2020-10-15 00:45:47,21
@TheNerdyVixen did you see the 10 month old that died because they took him off the ventilator in tx? same thing could happen to #Trump in reality if he refuses to go to the hospital and get put on the ventilator,2020-10-15 00:45:49,18
"Thread

#Trump lied about being #Covid19 positive

He wants to make it seem like getting the #CoronaVirus is no deal😦

He's pushing for #HerdImmunity

Why ?

1) He desperately needs the economy to rebound

2) He doesn't care if you die doing that for him

https://t.co/edOlNFBV3t",2020-10-15 00:46:03,18
You know I'm willing to let the government take more of my taxes so @realDonaldTrump can learn how to dance at rally while on his campaign trail. @JoeBiden 😅 @DonaldJTrumpJr .#DonaldTrump #elections #PresidentialElection2020,2020-10-15 00:46:03,12
#BoycottNBC This Trump manipulation is totally unacceptable. Shame on you @SavannahGuthrie for giving him your time &amp; integrity. #BidenTownHall #Trump is a coward.,2020-10-15 00:46:08,10
"So, blatant lies about #Trump being a racist or Trig not being Sarah Palin's son or Bret Kavanaugh's college days or the Nick Sandman deal or countless police situations are printed and pushed freely...but Lil' Hunter #Biden? Oh no, that's off limits. @realDonaldTrump #SinkingJoe",2020-10-15 00:46:17,25
"@KaitMarieox @realDonaldTrump @TeamTrump While Biden lets people stay home and remain safe, Trump continues to recklessly herd clueless and misinformed people out in groups to feed his fragile ego. Such a sad man. #TrumpIsALaughingStock #trumpisunwell #TrumpIsALoser #trump",2020-10-15 00:46:24,20
"Okay, Teleprompter person, here's what we're gonna do: the next time #Trump gets distracted and starts rambling, you're gonna scroll waaaaay down in the prepared remarks so that, when he looks back at the prompter, he's at the end of the speech. 

Cool? Cool.",2020-10-15 00:46:25,22
"@TheRealHoarse So let's all thank @NBC and @MSNBC by not watching their programming until after the election.  If they want to prop up #trump, let's block them",2020-10-15 00:46:26,10
@LiseGot @LaurieAdkin Seriously we have to wait until 2023! We are 17 months in this slime regime &amp; we have more corruption than the #TRUMP regime in his 4yrs ... yes we are worse off TODAY!,2020-10-15 00:46:27,14
"Out of everybody I’ve had to cancel for Supporting #Trump, #IceCube hurts !!!!!!!!!! And I hate cancel culture .",2020-10-15 00:46:27,7
"@realDonaldTrump #Trump Fakey Fox News is reporting the made up story. It has already been shown to be a made up story but Fox &amp; Trump don’t care if they peddle false stories. They will do anything to rile up Trump cult members. 
FAKE NEWS!",2020-10-15 00:46:37,24
"It’s really incredible that it was #Biden and his family that were the real story behind the Ukrainian oil “Scandal” just like what #POTUS #Trump was trying to say all along. But, don’t let the truth get in the way of a good story. #Democrats #FakeNews #MSM",2020-10-15 00:46:37,19
"#NSTworld ""Facebook and Twitter are not media platforms. They're propaganda machines.""

#JoeBiden #DonaldTrump #USElection2020 #SocialMedia 

https://t.co/LzxGcsCYVv",2020-10-15 00:46:56,7
"Your reminder it took 24 hours for @realDonaldTrump to say that Nazis and Confederates are bad
#DonaldTrump",2020-10-15 00:47:00,8
"Really ⁉️

He's sitting in the eating section... BUT

Black Trump Supporter
Is Kicked Off Southwest Air Flight
For Pulling His #TRUMP #Mask Down
To Eat Peanuts

Is THIS the way YOU want to live

#WalkAway
#VoteRedToSaveAmerica
#VoteInPerson
#VoteEarly

https://t.co/uAbze0G58Y",2020-10-15 00:47:00,17
"More Spike Lee, less Ice Cube!
I'd like to be able to say ""I get it #IceCube"", but I don't get it! Based on all we know about this trifling #Trump dude should tell yo that he IS NOT willing to do a damn thing for Black people! #DonaldTrump is a natural, born, pathological LIAR! https://t.co/E67MUOe3m9",2020-10-15 00:47:02,26
#Trump is babbling about inventing Space Force. Go Teleprompter Person! Scroll! Scroll like the wind! I believe in you!,2020-10-15 00:47:20,12
"#trump &amp; his #TrumpVirus provided a benefit to #hedgefunds, #mutualfunds, &amp; the #Swamp with advice OPPOSITE OF WHAT WAS TOLD TO THE PUBLIC.

The rich &amp; privileged profited without facts provided to the rest of the citizens
#BidenHarrisToSaveAmerica #Biden 
https://t.co/TgwfcPCPwX",2020-10-15 00:47:27,17
"@HKrassenstein So much censorship over false allegations? 🤔😅

Keep posting the links!

#Trump @HKrassenstein #Biden #HunterBidenEmails #America #ThursdayThoughts #KAG #BlackHistoryMonth #BlueWave #VoteBiden #SCOTUS #Trump2020Landslide #CNN #Hunter #HunterBiden #Europe #censorship",2020-10-15 00:47:33,7
What @twitter is doing w/blocking accts and the reposting articles SHOULD SCARE EVERYONE! We are not Communist.  We are free. The mentality Twitter has to think they can do this is the scariest thing.  Where does it go from here?  #trump #liberty #freespeech #nocensorship,2020-10-15 00:47:38,17
"North Carolina: Trump vs Biden 
NYT/Siena, 10/9-10/13. 627 LV
My Analysis Post: https://t.co/JvItbJGkln
#NC2020 #Election2020
#SwingState #Trump #DonaldTrump #Biden #JoeBiden",2020-10-15 00:47:57,15
"If #MAGA #Trump cultists are more likely to vote in person these rallies could not be any more poorly timed (or better timed, really), with eager attendees likely to fall ill right around or just before Nov 3rd. 

#Vote2020 #BidenHarris2020 #ElectionDay",2020-10-15 00:47:59,21
"To all the ""Woke"" people, #Trump is killing people with #HerdImmunity practice, especially African Americans. 

Democrats aren't Angels but their a better option than #corruptGop. https://t.co/EUEjvj0658",2020-10-15 00:47:59,12
"@realDonaldTrump 
#Sir #trump #ivetriedbefore #syria #redyellowdots #tins #hassgroup 
Multi million pound chemical company changes labels for Syria to fkn colours on tins? #fbi was already after #hassgroup #warcrimeschemicals #americangoverment  Guys please help it’s happening?",2020-10-15 00:47:59,16
"@JackPosobiec It would be nice if he would actually go after Twitter, Facebook, YouTube, and all other Big Tech enemies of the state, instead of just talking about it. #Trump",2020-10-15 00:48:02,14
"American Muslim support for #Trump has increased from 13% in 2018 to 30% in 2020.

Turns out Muslims like less war in the Middle East.",2020-10-15 00:48:18,15
#Trump must not be rewarded for cowardly manipulating his way out of the second #Debate. #BoycottNBC and RT https://t.co/Xl6910TBy7,2020-10-15 00:48:38,8
I live in Lansing Michigan and I don't see one campaign advertisement about President Trump on any channel on MSM. This is appalling. We need to get out and do everything we can to keep honorable president in office. If you love God and the country and your family. #Trump 2020,2020-10-15 00:48:40,25
@duty2warn @mike_cal The real danger is that the #american public does not respect democratic institutions.  A free media; intelligent debate; equality of opportunity.  All these things are called “liberal”.  Tribal ignorance abounds.  On this #trump feeds like a vile weed.,2020-10-15 00:48:42,23
"@WSJ #DonaldTrump is a cheap act. He has no plan, no empathy,  not a billionaire,  a tax cheat and a draft dodger.
Yet #americans will vote for him.
What does this tell ya?",2020-10-15 00:48:49,14
"The most delusional man in U.S history. 
"" #Trump claimed to be leading in the most recent poll he saw. “For me to only be up six, I’m a little bit concerned,”

https://t.co/FDnec0vH7v",2020-10-15 00:49:30,13
"Which positive test will get more attention, Ronaldo,Dustin Johnson,Trump or Nick Saban? #COVID19. #coronavirus. #CristianoRonaldo #Saban #dustinjohnson. #DonaldTrump. #nicksaban",2020-10-15 00:49:33,10
@JoeBiden I’m voting for America first which is why I’m voting for the other guy.  #trump,2020-10-15 00:49:58,5
"#Trump: So I got nominated for three different Nobel prizes...

Me: https://t.co/UNk5CsoVoD",2020-10-15 00:49:58,6
"Yup. #TrumpVirusDeathToll275K &amp; rising when all #Americans killed by #TrumpVirus are counted. #Trump &amp; #GOPDeathCult have been hiding #Covid deaths as pneumonia cases for months-see TX, FL, etc. People died alone &amp; scared, no family. #ProsecuteThemAll #VoteBidenHarris #VoteBlue https://t.co/0rpggp6lZP",2020-10-15 00:50:01,21
Mr Flake forgot to include the photo that belongs with the add which puts the writing in real perspective. Sadly #Trump is one of the photo's subjects. https://t.co/axT46y89Gx,2020-10-15 00:50:06,15
"#BREAKING:Now we find out that federal prosecutors, including #Mueller, investigated for 3 years, whether the $10 million #Trump donated to his campaign in 2016 came from Egypt. OH BOY!! 

#TheResistance #WednesdayThoughts #FBRParty https://t.co/4bHfX33NVv",2020-10-15 00:50:13,17
Penguins can jump as high as 6 feet in the air #facts #funfacts #DonaldTrump #Republicans #News,2020-10-15 00:50:18,7
"💪🏻
Remember when #Trump said the virus “was just gonna wash away”? 🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊🌊yup #VoteThemAllOut https://t.co/Ynq1qhSkEZ",2020-10-15 00:50:23,7
"So, this is what you’re co-signing now @icecube ? Ok. Good to know. #racism #RacistTrump #Trump #VoteHimOut https://t.co/LsAeH6f5Zg",2020-10-15 00:50:36,5
"#Trump says he had to ask Melania if she knew what the Nobel Prize is then goes on to complain about how the news cared more about the flooding in Iowa than his nominations.

Bro. BRO. You are IN IOWA. Read the room.",2020-10-15 00:51:10,18
"The Obamas were sneaky, the Bidens think we’re stupid, and the Clintons just do it without giving a f**k. 
Democrats are great people, right?
#FoxNews 
#trump",2020-10-15 00:51:24,14
"@deb6246,

SO with you!

Your vote is GOOD FOR EVERYONE!  

You are REAL AMERICAN!  Knowing who #DonaldTrump is, and voting for #BidenHarrisToSaveAmerica, means you're a ""real Republican"", not a #Trumper in that cult.  

Blaze the trail Deb!  OUR country needs a leader like you.",2020-10-15 00:51:32,19
"@realDonaldTrump in Iowa: “I made a promise that most of you won't understand but for those people in the ethanol world, you could use the pumps. Do you understand that? ... For those people who understood what I just said, you know what I’m talking about. Using the pumps.”#Trump https://t.co/kJBIqmwpLg",2020-10-15 00:51:38,18
Paging Dr. I.P. Freely and Dr. Person Fakename -- Trump's COVID-19 herd immunity petition is full of names like 'Dr. Johnny Bananas' and 'I.P. Freely' https://t.co/LMC4krs4DR  #Trump #COVID19,2020-10-15 00:51:38,21
"@dbongino They’re nothing compared to #Trump’s shenanigans. Lets see: 28 sexual assault charges , Fraud, 3 failed marriages, corruption, embezzlements, foreign entanglements, etc.",2020-10-15 00:51:44,18
"People are questioning Donald Trump's new, hoarse, raspy voice, saying it could be the side effects of COVID.  This is Trump's worst COVID nightmare, as he now has Dr. Fauci's old voice.
#Election2020 #Trump #DrFauci #COVID #campaign",2020-10-15 00:51:48,21
#DonaldTrump I can't wait to see you thrown out of the White House. You have brought shame to the presidency like only you could. Now the world really is laughing at us and I cannot blame them. PS your fake tan looks stupid.,2020-10-15 00:51:51,22
"#Trump’s #campaign is in ‘#hospicecare’ as #Republicans fear ‘#downballot #bloodbath’  

https://t.co/P4zY5IrAbS 

""Conservative pundit #CharlieSykes on Wed. explained why #Republicans are fearing a “down-ballot bloodbath” in the 2020 election.""",2020-10-15 00:51:55,10
"""Sykes was interviewed on #MSNBC’s “#TheReidOut” by host #JoyReid.

#Trump has been very lucky in the past &amp; his luck has RUN OUT,” #Sykes said.

Sykes said #GOP election #suppression efforts are “#backfiring BIG TIME.”

""After laying out all of Trump’s campaign desperation, “you",2020-10-15 00:51:56,19
"Indeed. #TrumpVirusDeathToll275K &amp; rising when all #Americans killed by #TrumpVirus are counted. #Trump &amp; #GOPDeathCult have been hiding #Covid deaths as pneumonia cases for months-see TX, FL, etc. People died alone, scared, no family. #ProsecuteThemAll #VoteBidenHarris #VoteBlue https://t.co/9qyQPDTJI2",2020-10-15 00:51:57,20
"For those who don’t think #COVID19 reinfection can be life threatening 

cc: #Trump #MAGA #GOP https://t.co/VrHipOCZrZ",2020-10-15 00:51:58,6
#Trump has egg all over his face for his charge the unmasking of Lt. General Flynn was some sort of conspiracy. No. His own Attorney General Barr’s investigation concluded there was nothing there. Flynn was not being spied on as a political person.  1/,2020-10-15 00:51:58,21
"#Trump claimed he was being spied upon which is complete nonsense. His people were talking to Russians, some of whom were eventually indicted in the #Mueller investigation.  It is sick that he said he wanted to indict #Obama. 4/",2020-10-15 00:51:59,16
It is disgusting that Republicans have not stood up against this political persecution. #Trump is now threatening to kick #Barr out!  That is truly Nixonian. @VernBuchanan @marcorubio @SenRickScott 5/,2020-10-15 00:51:59,11
"Turns out 16,700 people have been unmasked by the #Trump administration andonly 9,200 by the Obama administration per @CNN. Unmasking means removing a reduction to reveal who the person was in a particular investigation of someone else. 3/",2020-10-15 00:51:59,23
"In summary: Amy Barrett; 
-She couldn’t recall if she met with #Trump (yes this means she did meet with him) before the nomination. 
-She didn’t know that freedom to *protest* is apart of the 1st Amendment. 
-Didn’t know it’s illegal to commit #VoterIntimidation 
-She Scary 😶 https://t.co/KWMO3ZM9zF",2020-10-15 00:52:00,19
"How bad has today been for #Democrats ?

@nypost broke the #HunterBiden bombshell
#JoeBiden went into hiding
#ACB will be confirmed to #SCOTUS
#IceCube is #MAGA 
@Facebook &amp; @Twitter applied #censorship 
Witch resulted in the #StreisandEffect x100
#Trump had another YUGE rally https://t.co/DpK4Hc4wfJ",2020-10-15 00:52:10,15
"@tackettdc @ZekeJMiller #TrumpRallyIowa 
Trump is lying to Iowans .. #Trump is a con man. 
Fact check his lies.
#AmericasGreatestMistake 
Mexico is NOT paying for the wall. 
He lied about job numbers 😳

#VoteBiden",2020-10-15 00:52:15,15
"#OutFrontCNN host Erin Burnett asked the perfect question---In all the three years, none of the federal prosecutors thought about getting #Trump's financial records? Hmm 

#TheResistance #WednesdayThoughts #FBRParty",2020-10-15 00:52:15,16
@DaxGigandet Our work will hardly be done. So much damage done needs repair. And we all know that #Trump will not go quietly into that good night. It won’t be over on 11/4/20. Not by a long shot. Read &amp; retweet: https://t.co/iHKIH5Leco #OregonStandoff,2020-10-15 00:52:15,23
"#US President Donald #Trump's youngest son Barron Trump had #COVID19 with no symptoms and now tests negative, first lady Melania Trump posted a family health update on Wednesday. https://t.co/M9bA8s0XSi",2020-10-15 00:52:22,18
"This is a scary gambit. 

But if these #trump morons think herd immunity is going to save us??  Then this may be a good bet. 

‘Donald Trump is unhinged’: MSNBC doctor demands Dr. Tony Fauci resign in protest | Raw Story https://t.co/Ps44I421GC",2020-10-15 00:52:35,25
@SpeakerPelosi please send the address where I can get my wheel of Gouda and your best Napa Red #WeFeedThem #Trump,2020-10-15 00:52:40,10
"@icecube Who is so stupid to believe Trump who can't get 6 Billion dollars for his wall without declaring a national emergency, can get 500 Billion for black people.

Apparently, ICE CUBE forgot you always see the product before you hand over the money.

#Trump plans to give up nothing.",2020-10-15 00:52:49,31
